64064B	870.9708459	1049.952997	79.6922	214.4238	101.1422	260.3466
64076B	523.3356163	2285.253308	81.345	170.0469	241.7396	106.4976
64076C	520.8279538	2179.429688	81.3424	355.4953	123.769	247.036
64083A	1015.112127	1060.694719	90.0071	189.0871	279.6427	192.9752
64083B	991.5321569	1030.771509	89.9814	182.2851	340.0323	144.8384
64083C	996.3418181	1058.178703	90.0002	187.5817	195.9088	279.7707
64086A	255.6468245	1836.771769	19.7157	19.0072	125.1745	245.3083
64083D	1013.346792	1076.319138	90.0169	192.0613	92.9917	27.7406
64083F	992.2010775	1030.977208	89.9861	183.707	348.4101	135.7981
64064C	788.3085142	960.9251463	79.3129	270.6466	61.8928	299.42
64064D	875.5620322	1065.746677	80.0433	71.4609	22.9184	337.7666
65004A	701.412106	2558.563813	96.398	209.6563	72.5734	299.8585
65004B	700.5565402	2526.372875	96.4084	261.3122	341.4575	14.788
65008B	2782.217255	2804.538554	32.1431	289.0562	261.7173	98.1944
65008A	2765.522917	2798.577875	32.1454	91.973	103.9578	256.2927
65008C	2782.389577	2810.994432	32.1482	347.4736	175.4044	184.6598
64083G	994.511583	1057.76365	89.9474	172.5826	181.4389	306.8211
65016E	894.7471625	920.0449719	70.0785	123.4179	90.3358	11.5116
65016B	893.9909803	920.4611207	70.0783	126.316	94.0916	266.2267
65016J	888.8060806	916.1107118	70.0777	61.7798	59.3084	300.9868
65016A	892.4462104	918.6334496	70.0781	101.9179	74.7925	323.845
65016H	897.6048147	926.6998126	70.0801	173.2264	121.043	239.2638
65016D	897.1499652	924.5691972	70.0795	163.8481	122.1967	238.0966
65016C	875.3337729	905.0024351	70.0775	305.6069	337.8632	22.1593
65016F	855.6737325	885.1704614	70.073	100.0758	229.6516	130.2819
65004C	668.8290536	2447.279805	96.3525	23.2774	359.604	0.406
65004D	729.6817056	2623.786228	96.4205	26.0171	246.1726	101.188
65027A	1269.606446	1314.086955	90.3043	292.3343	230.8041	184.7456
65027B	1264.021845	1312.961662	90.3028	302.8505	150.9377	343.3215
65027C	1163.076922	1212.528522	90.2916	312.6956	172.6463	187.5156
65028A	35766.98333	35779.01322	0.5221	8.1234	189.2779	321.4104
65028B	1449.130223	37024.13721	18.1391	23.9487	42.4512	51.7029
65032A	928.5988357	1305.102663	41.1848	315.7536	101.8916	261.0115
65020E	566.4334252	1364.387499	56.079	217.6536	31.5479	331.6891
65032B	927.3013922	1310.431757	41.1921	350.2327	44.2251	317.8624
65034A	2794.817323	3736.375652	32.1138	161.242	184.1436	175.4883
65034B	2778.45317	14802.36684	32.1912	317.5428	285.4238	35.0645
65034C	2778.737361	2803.016547	32.139	137.3825	18.3175	341.7798
65027D	1196.025962	1235.761771	89.722	281.0758	19.1198	104.722
65020AH	487.0379811	982.854432	55.8798	134.1649	149.4198	212.7635
65027E	1256.261864	1274.596923	90.3059	310.158	351.4322	8.6593
65048A	1009.319182	1119.878991	89.9469	313.4411	166.5035	253.3115
65048C	1020.446414	1127.591543	89.9434	312.7748	281.7506	193.0391
65048B	1019.283876	1101.279028	89.9431	313.3047	291.6478	221.6239
65051A	714.2428602	795.8004029	98.1765	221.5492	152.2431	208.183
65051B	671.558017	731.5330951	98.4985	139.6533	221.6436	138.1533
65048D	946.7335278	1049.228686	89.9567	315.7659	346.4723	65.4837
65020BB	824.7712751	1728.31671	55.4945	316.2775	169.1809	192.2478
65020BC	608.5737939	1576.582951	56.0889	37.1517	45.8826	319.3588
65020BD	832.9940899	2024.596804	56.0337	35.9614	190.2048	168.2573
65020BE	744.9935321	2079.028221	56.0679	152.2461	182.5981	177.0324
65063B	1135.377434	2418.250351	69.2285	132.8397	44.8095	54.8538
65065A	1057.710882	1159.895263	89.8211	276.3862	136.6419	347.9717
65063A	1133.193795	2419.618208	69.2302	127.3891	37.2466	59.7751
65065B	1090.590212	1152.66764	90.1296	261.6302	192.9552	281.9527
65065C	885.287573	941.4969158	90.0326	11.7145	296.8114	62.9122
65065D	1076.390491	1181.76887	89.8356	236.1392	43.0431	67.5204
65065E	1077.316857	1184.954308	89.8324	237.7217	75.4121	40.0661
65065F	1072.429947	1178.503455	89.8152	257.2302	12.7379	99.6429
65065G	1027.692308	1121.997627	89.8658	231.8457	13.3185	109.9515
65065H	1071.136753	1173.534334	90.0697	124.8061	328.6904	84.0618
65065K	1078.530749	1185.768173	89.8719	226.6116	85.6197	36.6897
65065L	1075.7233	1185.031761	90.1713	84.647	78.0429	329.7146
65051D	787.1860226	838.9429903	98.9022	193.6838	232.8869	126.9018
65020CV	751.5467087	2071.728236	56.1747	77.7273	261.7592	88.6474
65070A	1372.837568	1533.033449	56.0583	13.3646	192.0694	311.2083
65070B	1399.896579	1538.815181	56.0614	42.5337	354.2551	178.0649
65070C	1425.256647	1544.891749	56.0606	42.1088	189.7559	322.2226
65070D	1447.20908	1557.351759	56.0541	65.7944	35.9004	71.8741
65070E	1469.534153	1569.060633	56.0524	90.1696	221.2178	282.3073
65070F	1360.844885	1509.998416	56.125	63.1966	321.9502	205.0381
58002C	630.0962436	3014.61347	34.2299	163.2356	357.8706	1.6176
65065J	1070.633161	1174.263857	89.8801	226.1944	328.0503	141.3447
65072A	629.6161543	965.1911265	98.5121	306.6481	300.1916	57.6289
65072D	589.9800706	817.7052191	98.3295	217.0367	191.9373	167.7995
65073A	1289.866633	1623.425114	56.0601	32.8616	160.711	275.2013
65073B	1318.275464	1632.226448	56.0608	107.4253	300.891	116.9284
65073C	1343.260762	1641.850758	56.0592	144.2678	112.1433	1.9107
65073D	1377.864677	1644.143815	56.057	201.5335	284.5622	102.063
65073E	1401.327496	1658.082774	56.054	260.7416	86.7811	10.7851
65073F	1405.666061	1666.897508	56.0532	38.8189	35.722	39.9547
65073G	1341.855076	1601.744681	56.0916	296.1568	312.6529	119.76
65073H	1377.474698	1618.174068	56.0579	255.8974	277.0892	154.3513
64083H	944.4776006	968.0513935	89.831	137.2225	276.5209	133.5228
65078A	402.4302131	2303.248835	144.2347	336.4347	13.2281	349.798
65078B	399.8021119	2075.838538	144.2339	283.2708	323.1161	29.8638
65073J	1360.861709	1705.386415	56.1319	36.8399	358.7621	111.5637
65073K	1370.259855	1730.698022	56.181	49.6708	9.0725	131.9879
65020ED	821.1222517	2130.513947	56.1615	341.4803	351.3812	7.3502
65082C	705.4650098	732.466125	32.2962	139.3141	144.4975	215.694
65082D	618.1609673	654.0648083	32.0938	189.6056	14.3806	345.7567
65082H	657.3773507	661.0338827	32.3109	105.6509	83.1171	276.9776
65082Q	660.1050223	719.8449605	32.1206	16.8245	172.2641	187.8662
65082AF	639.894358	663.148014	32.07	67.0309	190.0815	169.9502
65082AJ	686.0207801	762.9906345	32.1622	313.5362	125.7687	234.8008
65082AK	598.5121697	702.3148085	32.3671	320.8654	333.2141	26.471
65082AT	670.5243402	700.6774397	32.2573	28.2187	45.1575	315.0803
65082AV	642.4640919	723.0655466	32.4092	271.9234	318.4173	41.2146
65082AX	654.7031265	922.1264949	32.2157	299.7915	26.9896	334.0307
65082BX	687.8688374	744.4361907	32.1904	283.2479	114.7345	245.7455
65082CD	676.1715825	717.6943641	32.4197	60.2639	225.3709	134.4546
65089A	1112.902112	2274.356281	59.3809	326.4216	49.8287	103.0543
65089B	1114.01646	2269.102917	59.3917	314.7539	22.7915	60.7518
65093A	660.7084272	854.1108513	59.7087	42.4571	155.9923	204.7514
65093B	662.4403944	778.8281824	59.7046	210.1824	335.0602	24.6488
65096A	525.7485174	1648.451805	34.2595	20.8086	197.4361	159.9094
65098A	499.9570814	2634.006157	79.8024	312.8599	205.6274	147.1909
65096B	515.5489263	1426.904482	34.2489	228.5601	343.8621	14.3073
65098B	498.5919729	2809.256029	79.7966	303.4513	269.4182	74.2449
65098C	499.706002	2648.821136	79.8339	63.4205	358.1118	1.5114
65101A	665.1989854	674.6121681	75.8667	123.5878	330.3686	29.7114
65101B	627.1084432	633.7454235	75.8443	247.2765	173.3886	186.7363
65082DU	619.4790277	662.5786725	32.2913	271.9364	262.1647	97.5519
65082DY	647.2190277	756.5736908	32.2279	27.2052	350.1625	9.7508
65082EA	584.3739136	606.7381077	32.3937	57.9616	199.1444	160.8612
65082ES	691.9942699	790.3154942	32.1263	291.5147	91.0734	269.7819
65108A	335.3625683	21398.45824	26.7292	205.7516	133.7878	296.5966
65109A	886.9004289	1048.323187	89.0935	171.7743	352.646	7.3089
65109B	890.5861022	1058.704335	89.0999	182.7371	90.8245	270.6021
65082EY	550.3206932	581.0311832	32.093	94.0672	18.3818	341.7634
65082FZ	689.2711313	731.6530461	31.8789	15.4635	103.628	256.769
65072E	611.3448452	976.0529875	98.8658	341.2163	224.2114	133.85
61015HS	952.5023723	1483.903877	67.2472	195.0351	168.6022	304.8349
61015HT	778.928743	860.9912453	66.8599	2.2715	20.6046	339.7329
65098F	480.0250072	1796.242866	79.8498	95.7855	36.9483	328.8784
65098G	481.5604347	1807.2439	79.6261	184.1134	316.3902	37.0707
66005A	844.9371264	1169.194692	90.2243	292.3382	4.2071	356.0868
66005B	846.8825868	1186.431938	90.2241	294.0308	127.8089	234.4101
65082GU	664.0794871	757.0945079	31.7896	115.0599	346.8094	13.0829
65082GW	588.9476263	597.2557853	31.8646	138.9049	356.8207	3.2404
65082GZ	689.2820181	969.8509588	32.1889	284.4088	325.7601	33.0616
66008A	674.5243547	791.801655	97.7978	272.0062	37.209	323.4779
66008B	635.4725732	735.7177027	97.8192	50.8229	248.169	111.1953
61028E	3490.00612	3737.091122	95.8574	313.9897	344.3674	15.338
65032D	1047.936447	1199.035882	41.19	55.8081	81.0282	326.4237
